Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Selected_Size_Indicator,Size_Label
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,ln_Total_Assets,Large
PSH,TMại ĐT Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,ln_Total_Assets,Large
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,ln_Total_Assets,Large
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,ln_Total_Assets,Large
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,ln_Total_Assets,Large
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,ln_Total_Assets,Large
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,ln_Total_Assets,Large
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Small
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Small
PTC,Đầu tư ICAPITAL,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Small
PVD,Khoan Dầu khí PVDrilling,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,2020,ln_Revenue,Small
PVD,Khoan Dầu khí PVDrilling,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,2021,ln_Revenue,Small
PVD,Khoan Dầu khí PVDrilling,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,2022,ln_Revenue,Small
PVD,Khoan Dầu khí PVDrilling,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,2023,ln_Revenue,Small
PVD,Khoan Dầu khí PVDrilling,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,2024,ln_Revenue,Small
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,ln_Revenue,Large
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,ln_Revenue,Medium
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,ln_Revenue,Medium
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,ln_Revenue,Medium
PVP,Vận tải Dầu khí Thái Bình Dương,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,ln_Revenue,Medium
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,ln_Revenue,Large
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,ln_Revenue,Large
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,ln_Revenue,Large
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,ln_Revenue,Large
PVT,Vận tải Dầu khí PVTrans,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,ln_Revenue,Large
QBS,Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Medium
QBS,Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Medium
QBS,Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Small
QNP,Cảng Quy Nhơn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Medium
QNP,Cảng Quy Nhơn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Medium
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2020,ln_Total_Assets,Large
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2021,ln_Total_Assets,Large
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2022,ln_Total_Assets,Large
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2023,ln_Total_Assets,Large
RAL,Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2024,ln_Total_Assets,Large
RDP,Nhựa Rạng Đông,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Medium
RDP,Nhựa Rạng Đông,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Medium
RDP,Nhựa Rạng Đông,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Medium
RDP,Nhựa Rạng Đông,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Medium
REE,Cơ Điện Lạnh REE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2020,ln_Revenue,Large
REE,Cơ Điện Lạnh REE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2021,ln_Revenue,Large
REE,Cơ Điện Lạnh REE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2022,ln_Revenue,Large
REE,Cơ Điện Lạnh REE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Large
REE,Cơ Điện Lạnh REE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Large
RYG,Sản xuất và Đầu tư Hoàng Gia,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Medium
RYG,Sản xuất và Đầu tư Hoàng Gia,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Medium
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Small
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Small
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Small
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Small
S4A,Thủy điện Sê San 4A,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Small
SAB,SABECO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,2020,ln_Total_Assets,Large
SAB,SABECO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,2021,ln_Total_Assets,Large
SAB,SABECO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,2022,ln_Total_Assets,Large
SAB,SABECO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,2023,ln_Total_Assets,Large
SAB,SABECO,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,2024,ln_Total_Assets,Large
SAM,SAM Holdings,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2020,ln_Total_Assets,Large
SAM,SAM Holdings,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2021,ln_Total_Assets,Large
SAM,SAM Holdings,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2022,ln_Total_Assets,Large
SAM,SAM Holdings,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2023,ln_Total_Assets,Medium
SAM,SAM Holdings,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2024,ln_Total_Assets,Medium
SAV,Savimex,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,ln_Total_Assets,Small
SAV,Savimex,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,ln_Total_Assets,Small
SAV,Savimex,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,ln_Total_Assets,Small
SAV,Savimex,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,ln_Total_Assets,Small
SAV,Savimex,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,ln_Total_Assets,Small
SBA,Sông Ba JSC,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Small
SBA,Sông Ba JSC,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Small
SBA,Sông Ba JSC,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Small
SBA,Sông Ba JSC,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Small
SBA,Sông Ba JSC,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Small
SBG,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Công nghiệp phức hợp,2023,ln_Revenue,Large
SBG,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Công nghiệp phức hợp,2024,ln_Revenue,Large
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,ln_Total_Assets,Large
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,ln_Total_Assets,Large
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,ln_Total_Assets,Large
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,ln_Total_Assets,Large
SBT,Mía đường Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,ln_Total_Assets,Large
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2020,ln_Total_Assets,Medium
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2021,ln_Total_Assets,Medium
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2022,ln_Total_Assets,Medium
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2023,ln_Total_Assets,Medium
SBV,Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2024,ln_Total_Assets,Medium
SC5,Xây dựng Số 5,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
SC5,Xây dựng Số 5,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
SC5,Xây dựng Số 5,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
SC5,Xây dựng Số 5,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
SC5,Xây dựng Số 5,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Large
SCD,Giải khát Chương Dương,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2020,ln_Total_Assets,Small
SCD,Giải khát Chương Dương,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2021,ln_Total_Assets,Small
SCD,Giải khát Chương Dương,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2022,ln_Total_Assets,Small
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2020,ln_Total_Assets,Medium
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2021,ln_Total_Assets,Medium
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2022,ln_Total_Assets,Medium
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2023,ln_Total_Assets,Medium
SCS,DV Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2024,ln_Total_Assets,Medium
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,ln_Total_Assets,Small
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,ln_Total_Assets,Small
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,ln_Total_Assets,Small
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,ln_Total_Assets,Small
SFC,Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,ln_Total_Assets,Small
SFG,Phân bón Miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Medium
SFG,Phân bón Miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Medium
SFG,Phân bón Miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Medium
SFG,Phân bón Miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,ln_Total_Assets,Small
SFG,Phân bón Miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,ln_Total_Assets,Medium
SFI,Vận tải SAFI,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,ln_Revenue,Medium
SFI,Vận tải SAFI,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,ln_Revenue,Large
SFI,Vận tải SAFI,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,ln_Revenue,Medium
SFI,Vận tải SAFI,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,ln_Revenue,Medium
SFI,Vận tải SAFI,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,ln_Revenue,Medium
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,ln_Revenue,Medium
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,ln_Revenue,Small
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,ln_Revenue,Medium
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Medium
SGN,Phục vụ mặt đất Sài Gòn,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Medium
SGT,Sài Gòn Telecom,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Internet,2020,ln_Total_Assets,Medium
SGT,Sài Gòn Telecom,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Internet,2021,ln_Total_Assets,Medium
SGT,Sài Gòn Telecom,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Internet,2022,ln_Total_Assets,Medium
SGT,Sài Gòn Telecom,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Internet,2023,ln_Total_Assets,Large
SGT,Sài Gòn Telecom,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Internet,2024,ln_Total_Assets,Large
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Small
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Small
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Medium
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Small
SHA,Sơn Hà Sài Gòn,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Small
SHI,Quốc tế Sơn Hà,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Large
SHI,Quốc tế Sơn Hà,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Large
